,site,garden,treatment,unified_names,leaf_weight,stem_weight,wet_leafg,dry_leafg,tot_bio,type,no_stems,sla,area,area.lost,stem_weight_dots,leaf_weight_dots,num_stem_weight,num_leaf_weight,sla.w,sla.d,sla.w.m2kg1,sla.d.m2kg1,perc.herb,water.cont
1978,numba,g7,ch,sida_rhombifolia,0.01277,0.01081,5,1.7,0.02358,NA,1,NA,479.5,-33.756,0.01081,0.01277,0.01081,0.01277,95.9,282.058823529412,9.59,28.2058823529412,0.06576834951759,3.3
432,numba,g2,f,litsea_sp1,0.0161,0.00758,9.04,1.77,0.02368,NA,1,NA,463.99,-33.042,0.00758,0.0161,0.00758,0.0161,51.3263274336283,262.141242937853,5.13263274336283,26.2141242937853,0.066478617070933,7.27
2071,numba,g7,h,tabernaemontana_pandacaqui,0.02369,0,12.28,8.5,0.02369,NA,1,NA,818.802,-12.813,0,0.02369,0,0.02369,66.6776872964169,96.3296470588235,6.66776872964169,9.63296470588235,0.015407369996934,3.78
731,numba,g3,f,alocasia_sp5,0.00433,0.0194,2.64,0.33,0.02373,NA,1,NA,190.207,-2.01300000000001,0.0194,0.00433,0.0194,0.00433,72.0481060606061,576.384848484848,7.20481060606061,57.6384848484849,0.010472375403184,2.31
813,numba,g3,i,cordyline_terminalis,0.01275,0.01098,2.41,0.43,0.02373,NA,1,NA,197.44,-0.467000000000013,0.01098,0.01275,0.01098,0.01275,81.9253112033195,459.162790697674,8.19253112033195,45.9162790697674,0.002359694199801,1.98
1629,numba,g6,ch,smilax_australis,0.0159,0.00795,8.22,8.2,0.02385,NA,1,NA,753.825,-22.838,0.00795,0.0159,0.00795,0.0159,91.706204379562,91.9298780487805,9.1706204379562,9.19298780487805,0.029405289037845,0.020000000000001
1738,numba,g6,h,mikania_micrantha,0.01477,0.00908,4.77,0.9,0.02385,NA,1,NA,299.636,-2.66199999999998,0.00908,0.01477,0.00908,0.01477,62.8167714884696,332.928888888889,6.28167714884696,33.2928888888889,0.00880588029031,3.87
1436,numba,g5,i,geunsia_sp1,0.01318,0.01073,5.56,1.4,0.02391,NA,1,NA,623.928,-9.11900000000003,0.01073,0.01318,0.01073,0.01318,112.21726618705,445.662857142857,11.221726618705,44.5662857142857,0.014404933598927,4.16
1793,numba,g6,i,oreocnide_rubescens,0.0107,0.0133,1.18,0.1,0.024,NA,1,NA,108.293,-0.909999999999997,0.0133,0.0107,0.0133,0.0107,91.7737288135593,1082.93,9.17737288135593,108.293,0.008333104401894,1.08
3239,yawan,g1,h,homalanthus_novoguineensis,0,0.024,7.92,1.76,0.024,woody,1,NA,534.944,-9.46400000000006,0.024,0,0.024,0,67.5434343434343,303.945454545455,6.75434343434343,30.3945454545455,0.017384020807924,6.16
3465,yawan,g2,h,diplazium_esculentum,0.024,0,5.36,1.41,0.024,fern,1,NA,526.374,-7.47299999999996,0,0.024,0,0.024,98.2041044776119,373.314893617021,9.8204104477612,37.3314893617021,0.013998392797936,3.95
3537,yawan,g2,p,fern_sp2,0.024,0,5.35,0.96,0.024,NA,1,NA,560.365,-10.98,0,0.024,0,0.024,104.741121495327,583.713541666667,10.4741121495327,58.3713541666667,0.019217810604801,4.39
3681,yawan,g3,h,solanum_torvum,0.008,0.016,3.02,0.41,0.024,woody,1,NA,NA,NA,0.016,0.008,0.016,0.008,NA,NA,NA,NA,NA,2.61
3971,yawan,g5,ch,fern_sp2,0.013,0.011,6.89,3.05,0.024,NA,1,NA,NA,NA,0.011,0.013,0.011,0.013,NA,NA,NA,NA,NA,3.84
3993,yawan,g5,f,asplenium_sp1,0.024,0,0.85,0.2,0.024,NA,1,NA,NA,NA,0,0.024,0,0.024,NA,NA,NA,NA,NA,0.65
4047,yawan,g5,h,ficus_dammaropsis,0.006,0.018,2.67,0.54,0.024,woody,1,NA,NA,NA,0.018,0.006,0.018,0.006,NA,NA,NA,NA,NA,2.13
4153,yawan,g6,ch,desmodium_repandum,0.018,0.006,2.66,0.77,0.024,NA,1,NA,438.165,-2.36899999999997,0.006,0.018,0.006,0.018,164.723684210526,569.045454545455,16.4723684210526,56.9045454545454,0.005377564501264,1.89
4432,yawan,g8,c,fern_sp2,0.015,0.009,4.81,0.59,0.024,fern,1,NA,NA,NA,0.009,0.015,0.009,0.015,NA,NA,NA,NA,NA,4.22
902,numba,g4,c,emilia_sonchifolia,0.00448,0.01958,3.91,0.49,0.02406,NA,1,NA,352.41,-20.779,0.01958,0.00448,0.01958,0.00448,90.1304347826087,719.204081632653,9.01304347826087,71.9204081632653,0.055679561830601,3.42
1321,numba,g5,f,ficus_wassa,0.0108,0.01329,5.62,0.8,0.02409,NA,1,NA,399.669,-13.04,0.01329,0.0108,0.01329,0.0108,71.1154804270463,499.58625,7.11154804270463,49.958625,0.031596112515114,4.82
1624,numba,g6,ch,phrynium_macrocephalum,0.00717,0.01695,1.9,0.6,0.02412,NA,1,NA,206.879,-13.539,0.01695,0.00717,0.01695,0.00717,108.883684210526,344.798333333333,10.8883684210526,34.4798333333333,0.06142420310501,1.3
1121,numba,g4,i,emilia_sonchifolia,0.01043,0.01373,5.88,2.85,0.02416,NA,1,NA,441.13,-10.043,0.01373,0.01043,0.01373,0.01043,75.0221088435374,154.782456140351,7.50221088435374,15.4782456140351,0.022259754018968,3.03
1756,numba,g6,i,alstonia_scholaris,0.01027,0.01392,6.63,0.6,0.02419,NA,1,NA,441.413,-3.31099999999998,0.01392,0.01027,0.01392,0.01027,66.5781297134238,735.688333333333,6.65781297134238,73.5688333333333,0.007445067052824,6.03
4741,yawan,g9,i,piper_melula,0.01242,0.01179,9.89,0.83,0.02421,woody,1,NA,371.12,-2.69999999999999,0.01179,0.01242,0.01179,0.01242,37.5247724974722,447.132530120482,3.75247724974722,44.7132530120482,0.007222727515917,9.06
2532,numba,g9,p,crassocephalum_crepidioides,0.02133,0.00291,11.86,7.4,0.02424,NA,1,NA,NA,NA,0.00291,0.02133,0.00291,0.02133,NA,NA,NA,NA,NA,4.46
2433,numba,g9,ch,diplazium_sp1,0.01674,0.00751,7.39,8.5,0.02425,NA,1,NA,NA,NA,0.00751,0.01674,0.00751,0.01674,NA,NA,NA,NA,NA,-1.11
1735,numba,g6,h,magnolia_champaca,0.01444,0.00982,5.2,1.1,0.02426,NA,1,NA,393.76,-8.74799999999999,0.00982,0.01444,0.00982,0.01444,75.7230769230769,357.963636363636,7.57230769230769,35.7963636363636,0.021733729515935,4.1
2083,numba,g7,i,curculigo_recurvata,0.01103,0.01323,2.12,0.9,0.02426,NA,1,NA,186.973,-0.905999999999977,0.01323,0.01103,0.01323,0.01103,88.1948113207547,207.747777777778,8.81948113207547,20.7747777777778,0.004822252620037,1.22
1817,numba,g6,p,callicarpa_pentandra,0.01207,0.01225,4.31,6.6,0.02432,NA,1,NA,NA,NA,0.01225,0.01207,0.01225,0.01207,NA,NA,NA,NA,NA,-2.29
3006,wanang,g6,f,ficus_wassa,0.02432,0,6.54,2.61,0.02432,tree,1,5.1705710689204,459.4,-6.9151198205191,0,0.02432,0,0.02432,70.2446483180428,176.015325670498,7.02446483180428,17.6015325670498,0.014829285019068,3.93
1976,numba,g7,ch,rubus_moluccanus,0.0146,0.00978,7,2.5,0.02438,NA,1,NA,889.383,-29.9749999999999,0.00978,0.0146,0.00978,0.0146,127.054714285714,355.7532,12.7054714285714,35.57532,0.032604273851971,4.5
237,numba,g1,p,asteraceae_sp2,0.00977,0.01462,1.96,0.14,0.02439,NA,1,NA,129.539,-13.208,0.01462,0.00977,0.01462,0.00977,66.0913265306122,925.278571428571,6.60913265306122,92.5278571428571,0.092527338578044,1.82
1061,numba,g4,h,ficus_arfakensis,0.00918,0.01526,3.49,1.19,0.02444,NA,1,NA,521.828,-6.50099999999998,0.01526,0.00918,0.01526,0.00918,149.520916905444,438.510924369748,14.9520916905444,43.8510924369748,0.012304832784117,2.3
582,numba,g2,p,dioscorea_sp1,0.02445,0,4.17,0.47,0.02445,NA,1,NA,341.585,-2.66000000000003,0,0.02445,0,0.02445,81.9148681055156,726.776595744681,8.19148681055156,72.6776595744681,0.007727054859185,3.7
401,numba,g2,ch,steganthera_sp1,0.00561,0.01902,3.48,0.77,0.02463,NA,1,NA,212.796,-17.139,0.01902,0.00561,0.01902,0.00561,61.148275862069,276.358441558442,6.1148275862069,27.6358441558442,0.074538456520321,2.71
4758,yawan,g9,p,ficus_congesta,0.02051,0.00412,1.83,0.45,0.02463,NA,1,NA,283.206,-17.521,0.00412,0.02051,0.00412,0.02051,154.75737704918,629.346666666667,15.475737704918,62.9346666666667,0.058262144735923,1.38
2439,numba,g9,ch,ipomoea_sp1,0.00797,0.01668,2.07,0.5,0.02465,NA,1,NA,NA,NA,0.01668,0.00797,0.01668,0.00797,NA,NA,NA,NA,NA,1.57
2794,wanang,g3,lh,sida_rhombifolia,0.01317,0.01151,7.65,1.47,0.02468,herb,1,NA,783.353,-8.97326074804067,0.01151,0.01317,0.01151,0.01317,102.39908496732,532.893197278912,10.239908496732,53.2893197278912,0.011325209314114,6.18
2981,wanang,g5,p,paspalum_conjugatum,0.02491,0,3.13,0.87,0.02491,grass,1,5.30357936001455,174.918,-6.92325201775861,0,0.02491,0,0.02491,55.8843450479233,201.055172413793,5.58843450479233,20.1055172413793,0.038073055156277,2.26
925,numba,g4,c,parsonsia_sp2,0.0183,0.00666,1.51,0.25,0.02496,NA,1,NA,117.05,-6.14100000000001,0.00666,0.0183,0.00666,0.0183,77.5165562913907,468.2,7.75165562913907,46.82,0.049849420818079,1.26
1470,numba,g5,p,alstonia_scholaris,0.0141,0.01087,7.37,7.02,0.02497,NA,1,NA,471.584,-11.875,0.01087,0.0141,0.01087,0.0141,63.98697421981,67.177207977208,6.398697421981,6.7177207977208,0.024562579246637,0.350000000000001
524,numba,g2,i,costus_speciosus,0.01379,0.0112,4.52,0.33,0.02499,NA,1,NA,173.51,-0.080000000000013,0.0112,0.01379,0.0112,0.01379,38.3871681415929,525.787878787879,3.83871681415929,52.5787878787879,0.000460856040095,4.19
316,numba,g2,c,leucosyce_sp1,0.01044,0.01456,8.36,2.2,0.025,NA,1,NA,783.711,-19.598,0.01456,0.01044,0.01456,0.01044,93.7453349282297,356.232272727273,9.37453349282297,35.6232272727273,0.024396589606241,6.16
3119,yawan,g1,c,undetermined_sp5,0.011,0.014,8.69,NA,0.025,woody,1,NA,1292.968,-19.932,0.014,0.011,0.014,0.011,148.788032220944,NA,14.8788032220944,NA,0.015181658922995,NA
3170,yawan,g1,ch,sorghum_sp1,0.008,0.017,2.6,0.92,0.025,grass,1,NA,NA,NA,0.017,0.008,0.017,0.008,NA,NA,NA,NA,NA,1.68
3369,yawan,g2,c,lithocarpus_celebicus,0.016,0.009,5.4,2.03,0.025,woody,1,NA,388.891,-3.637,0.009,0.016,0.009,0.016,72.0168518518519,191.571921182266,7.20168518518519,19.1571921182266,0.00926558105409,3.37
3510,yawan,g2,i,macaranga_pleiostemon,0.013,0.012,4.14,2.59,0.025,woody,1,NA,304.427,-9.59399999999999,0.012,0.013,0.012,0.013,73.5330917874396,117.539382239382,7.35330917874396,11.7539382239382,0.030552096834288,1.55
4006,yawan,g5,f,ficus_dammaropsis,0.025,0,12.63,3.38,0.025,NA,1,NA,969.785,-10.7370000000001,0,0.025,0,0.025,76.7842438638163,286.918639053254,7.67842438638163,28.6918639053254,0.010950289743627,9.25
4335,yawan,g7,ch,passiflora_racemosa,0.025,0,7.6,0.44,0.025,NA,1,NA,664.225,-60.471,0,0.025,0,0.025,87.3980263157895,1509.60227272727,8.73980263157895,150.960227272727,0.083443264486074,7.16
4393,yawan,g7,i,dichrocephala_bicolor,0.011,0.014,4.02,0.26,0.025,herb,1,NA,328.387,-1.00799999999998,0.014,0.011,0.014,0.011,81.6883084577115,1263.02692307692,8.16883084577115,126.302692307692,0.003060155740069,3.76
4554,yawan,g8,i,piper_sp2,0.013,0.012,9.18,0.28,0.025,woody,1,NA,427.357,-4.637,0.012,0.013,0.012,0.013,46.5530501089325,1526.275,4.65530501089325,152.6275,0.010733945378871,8.9
4568,yawan,g8,p,elatostema_integrifolium,0.012,0.013,3.36,0.46,0.025,NA,1,NA,326.687,-0.302999999999997,0.013,0.012,0.013,0.012,97.2282738095238,710.189130434783,9.72282738095238,71.0189130434783,0.000926633842014,2.9
563,numba,g2,i,rhus_taitensis,0.01706,0.00801,5.21,1,0.02507,NA,1,NA,420.216,-6.64299999999997,0.00801,0.01706,0.00801,0.01706,80.6556621880998,420.216,8.06556621880998,42.0216,0.015562515959603,4.21
1718,numba,g6,h,ficus_semivestita,0.01451,0.01059,5.47,1.3,0.0251,NA,1,NA,500.302,-1.83099999999996,0.01059,0.01451,0.01059,0.01451,91.4628884826326,384.847692307692,9.14628884826326,38.4847692307692,0.003646444268749,4.17
1200,numba,g4,p,maesa_haplobotrys,0.01853,0.00662,3.85,0.43,0.02515,NA,1,NA,274.525,-2.79700000000003,0.00662,0.01853,0.00662,0.01853,71.3051948051948,638.430232558139,7.13051948051948,63.8430232558139,0.010085748696461,3.42
2111,numba,g7,i,passiflora_sp1,0.01451,0.01065,5.62,1.1,0.02516,NA,1,NA,503.257,-2.22300000000001,0.01065,0.01451,0.01065,0.01451,89.5475088967972,457.506363636364,8.95475088967972,45.7506363636364,0.004397800110786,4.52
487,numba,g2,h,litsea_sp1,0.00276,0.02245,2.45,0.7,0.02521,NA,1,NA,135.801,-1.113,0.02245,0.00276,0.02245,0.00276,55.4289795918367,194.001428571429,5.54289795918367,19.4001428571429,0.008129190586792,1.75
1677,numba,g6,f,parsonsia_sp1,0.00902,0.01621,0.41,5.9,0.02523,NA,1,NA,56.232,-0.247,0.01621,0.00902,0.01621,0.00902,137.151219512195,9.53084745762712,13.7151219512195,0.953084745762712,0.004373306892827,-5.49
88,numba,g1,ch,rhus_taitensis,0.01365,0.01161,3.74,0.82,0.02526,NA,1,NA,NA,NA,0.01161,0.01365,0.01161,0.01365,NA,NA,NA,NA,NA,2.92
1362,numba,g5,h,campnosperma_brevipetiolata,0.01411,0.01116,5.54,3.44,0.02527,NA,1,NA,795.058,-9.452,0.01116,0.01411,0.01116,0.01411,143.512274368231,231.121511627907,14.3512274368231,23.1121511627907,0.011748766329816,2.1
817,numba,g3,i,endospermum_labios,0.01336,0.01192,5.48,0.59,0.02528,NA,1,NA,440.504,-12.336,0.01192,0.01336,0.01192,0.01336,80.3839416058394,746.616949152542,8.03839416058394,74.6616949152542,0.027241409769455,4.89
1113,numba,g4,i,cordyline_terminalis,0.01388,0.01142,6.18,0.86,0.0253,NA,1,NA,418.542,-3.22300000000001,0.01142,0.01388,0.01142,0.01388,67.7252427184466,486.676744186047,6.77252427184466,48.6676744186047,0.007641696205233,5.32
1223,numba,g4,p,uncaria_lanosa,0.01634,0.00899,6.14,0.77,0.02533,NA,1,NA,480.176,-56.6390000000001,0.00899,0.01634,0.00899,0.01634,78.2045602605863,623.605194805195,7.82045602605863,62.3605194805195,0.105509346795451,5.37
1216,numba,g4,p,solanaceae_sp2,0.01036,0.01504,6.25,0.53,0.0254,NA,1,NA,428.886,-8.23399999999998,0.01504,0.01036,0.01504,0.01036,68.62176,809.218867924528,6.862176,80.9218867924528,0.018836932650073,5.72
2690,wanang,g2,i,dioscorea_sp1,0.02548,0,16.06,3.01,0.02548,vine,1,5.38870758032911,658.95,-7.91666444076479,0,0.02548,0,0.02548,41.0305105853051,218.920265780731,4.10305105853051,21.8920265780731,0.011871435270203,13.05
1615,numba,g6,ch,meliosma_pinnata,0.00738,0.01813,3.14,1.3,0.02551,NA,1,NA,449.391,-6.52099999999996,0.01813,0.00738,0.01813,0.00738,143.118152866242,345.685384615385,14.3118152866242,34.5685384615385,0.014303198862938,1.84
2669,wanang,g2,f,crassocephalum_crepidioides,0.02554,0,8.16,0.24,0.02554,herb,1,NA,371.685,-6.2426334043217,0,0.02554,0,0.02554,45.5496323529412,1548.6875,4.55496323529412,154.86875,0.01651806550394,7.92
1473,numba,g5,p,cordyline_terminalis,0.01138,0.01423,0.74,0.22,0.02561,NA,1,NA,58.351,0,0.01423,0.01138,0.01423,0.01138,78.8527027027027,265.231818181818,7.88527027027027,26.5231818181818,0,0.52
1697,numba,g6,h,costus_speciosus,0.00962,0.01615,8.65,6.4,0.02577,NA,1,NA,313.634,-4.416,0.01615,0.00962,0.01615,0.00962,36.2582658959538,49.0053125,3.62582658959538,4.90053125,0.013884609338154,2.25
892,numba,g4,c,axonopus_fissifolius,0.01667,0.00918,1.43,0.31,0.02585,NA,1,NA,536.32,-0.079000000000065,0.00918,0.01667,0.00918,0.01667,375.048951048951,1730.06451612903,37.5048951048951,173.006451612903,0.000147278425202,1.12
2283,numba,g8,h,cypholophus_sp1,0.01312,0.01278,3.45,0.51,0.0259,NA,1,NA,NA,NA,0.01278,0.01312,0.01278,0.01312,NA,NA,NA,NA,NA,2.94
3648,yawan,g3,h,alphitonia_incana,0.011,0.015,4.21,1.04,0.026,woody,1,NA,NA,NA,0.015,0.011,0.015,0.011,NA,NA,NA,NA,NA,3.17
3682,yawan,g3,h,tinospora_cordifolia,0.026,0,8.6,1.97,0.026,climber,1,NA,763.86,-13.251,0,0.026,0,0.026,88.8209302325581,387.746192893401,8.88209302325581,38.7746192893401,0.01705161810861,6.63
3763,yawan,g4,c,diplazium_esculentum,0.026,0,1.39,0.32,0.026,fern,1,NA,269.969,-33.546,0,0.026,0,0.026,194.222302158273,843.653125,19.4222302158273,84.3653125,0.110525015238127,1.07
3940,yawan,g5,c,ficus_congesta,0.011,0.015,7.03,1.34,0.026,woody,1,NA,488.854,-1.81100000000004,0.015,0.011,0.015,0.011,69.5382645803698,364.816417910448,6.95382645803698,36.4816417910448,0.003690909276186,5.69
3978,yawan,g5,ch,mapania_sp1,0.026,0,3.13,1.32,0.026,NA,1,NA,207.524,-0.312000000000012,0,0.026,0,0.026,66.3015974440895,157.215151515152,6.63015974440895,15.7215151515152,0.001501183625551,1.81
4050,yawan,g5,h,luffa_sp1,0.026,0,3.96,0.32,0.026,climber,1,NA,268.143,-1.36800000000005,0,0.026,0,0.026,67.7128787878788,837.946875,6.77128787878788,83.7946875,0.005075859612409,3.64
4074,yawan,g5,h,tinospora_cordifolia,0.008,0.018,6.17,1.22,0.026,climber,1,NA,478.391,-15.42,0.018,0.008,0.018,0.008,77.5350081037277,392.123770491803,7.75350081037277,39.2123770491803,0.031226521887929,4.95
4193,yawan,g6,f,saurauia_poolei,0.013,0.013,6.25,0.19,0.026,NA,1,NA,302.518,-9.21600000000001,0.013,0.013,0.013,0.013,48.40288,1592.2,4.840288,159.22,0.029563666459225,6.06
426,numba,g2,f,geunsia_sp1,0.01331,0.01271,4.62,0.81,0.02602,NA,1,NA,470.777,-51.929,0.01271,0.01331,0.01271,0.01331,101.899783549784,581.206172839506,10.1899783549784,58.1206172839506,0.099346477752312,3.81
974,numba,g4,ch,merremia_peltata,0.01188,0.01419,10.37,8.7,0.02607,NA,1,NA,NA,NA,0.01419,0.01188,0.01419,0.01188,NA,NA,NA,NA,NA,1.67
725,numba,g3,ch,rhus_taitensis,0.01861,0.0075,7.99,3.74,0.02611,NA,1,NA,869.082,-7.245,0.0075,0.01861,0.0075,0.01861,108.771214017522,232.37486631016,10.8771214017522,23.237486631016,0.008267461803642,4.25
1407,numba,g5,h,premna_sp1,0.00797,0.01816,7.34,2.5,0.02613,NA,1,NA,995.59,-15.674,0.01816,0.00797,0.01816,0.00797,135.638964577657,398.236,13.5638964577657,39.8236,0.015499414594013,4.84
1506,numba,g5,p,passiflora_sp1,0.01058,0.01559,6.57,1.21,0.02617,NA,1,NA,478.716,-21.536,0.01559,0.01058,0.01559,0.01058,72.8639269406393,395.63305785124,7.28639269406393,39.563305785124,0.043050302647466,5.36
1834,numba,g6,p,glochidion_angulatum,0.0176,0.00861,9.05,8.4,0.02621,NA,1,NA,646.353,-36.163,0.00861,0.0176,0.00861,0.0176,71.4202209944751,76.9467857142857,7.14202209944751,7.69467857142857,0.052984838450674,0.65
1067,numba,g4,h,ficus_pungens,0.00392,0.0223,4.4,2.35,0.02622,NA,1,NA,668.987,-15.354,0.0223,0.00392,0.0223,0.00392,152.0425,284.675319148936,15.20425,28.4675319148936,0.022436183130925,2.05
2473,numba,g9,h,cyathea_contaminans,0.01192,0.01448,1.65,NA,0.0264,NA,1,NA,NA,NA,0.01448,0.01192,0.01448,0.01192,NA,NA,NA,NA,NA,NA
42,numba,g1,c,phrynium_macrocephalum,0.01327,0.01324,6.27,1.54,0.02651,NA,1,NA,360.28,-0.54200000000003,0.01324,0.01327,0.01324,0.01327,57.4609250398724,233.948051948052,5.74609250398724,23.3948051948052,0.00150212570187,4.73
850,numba,g3,p,arecaceae_sp1,0.01168,0.01483,10.76,1.04,0.02651,NA,1,NA,489.433,-45.717,0.01483,0.01168,0.01483,0.01168,45.4863382899628,470.608653846154,4.54863382899628,47.0608653846154,0.085428384565075,9.72
1500,numba,g5,p,maesa_haplobotrys,0.00961,0.0169,3.13,0.25,0.02651,NA,1,NA,192.339,-52.95,0.0169,0.00961,0.0169,0.00961,61.4501597444089,769.356,6.14501597444089,76.9356,0.215867813069481,2.88
1320,numba,g5,f,ficus_nodosa,0.0145,0.01214,6.06,0.7,0.02664,NA,1,NA,491.49,-43.7859999999999,0.01214,0.0145,0.01214,0.0145,81.1039603960396,702.128571428571,8.11039603960396,70.2128571428571,0.081800790620166,5.36
1088,numba,g4,h,orchidaceae_sp1,0.01085,0.01584,3.25,0.88,0.02669,NA,1,NA,272.125,-0.406000000000006,0.01584,0.01085,0.01584,0.01085,83.7307692307692,309.232954545455,8.37307692307692,30.9232954545455,0.00148973878201,2.37
2526,numba,g9,p,acanthaceae_sp1,0.01413,0.01259,6.66,7,0.02672,NA,1,NA,NA,NA,0.01259,0.01413,0.01259,0.01413,NA,NA,NA,NA,NA,-0.34
1854,numba,g6,p,passiflora_sp3,0.01054,0.01621,1.01,6.1,0.02675,NA,1,NA,109.1,-3.23,0.01621,0.01054,0.01621,0.01054,108.019801980198,17.8852459016393,10.8019801980198,1.78852459016393,0.028754562449924,-5.09
1763,numba,g6,i,cyanthillium_cinereum,0.01017,0.01675,6.75,0.82,0.02692,NA,1,NA,351.711,-146.023,0.01675,0.01017,0.01675,0.01017,52.1053333333333,428.915853658537,5.21053333333333,42.8915853658537,0.29337557812004,5.93
3320,yawan,g1,p,fern_sp3,0.027,0,3.07,0.8,0.027,fern,1,NA,425.703,-17.7790000000001,0,0.027,0,0.027,138.665472312704,532.12875,13.8665472312704,53.212875,0.040089563950736,2.27
3525,yawan,g2,i,tinospora_cordifolia,0.012,0.015,6.93,1.61,0.027,climber,1,NA,580.496,-1.96000000000004,0.015,0.012,0.015,0.012,83.7656565656566,360.55652173913,8.37656565656566,36.055652173913,0.003365061051822,5.32
3801,yawan,g4,ch,crassocephalum_crepidioides,0.014,0.013,9.34,0.31,0.027,NA,1,NA,736.71,-62.17,0.013,0.014,0.013,0.014,78.8768736616702,2376.48387096774,7.88768736616702,237.648387096774,0.077821450030042,9.03
3838,yawan,g4,f,nothocnide_sp1,0.002,0.025,6.51,0.72,0.027,NA,1,NA,579.042,-4.04599999999994,0.025,0.002,0.025,0.002,88.9465437788019,804.225,8.89465437788018,80.4225,0.006938918310787,5.79
3871,yawan,g4,i,achyranthes_aspera,0.006,0.021,3.48,0.45,0.027,herb,1,NA,257.113,-1.11500000000001,0.021,0.006,0.021,0.006,73.8830459770115,571.362222222222,7.38830459770115,57.1362222222222,0.004317889616928,3.03
4262,yawan,g6,p,fern_sp2,0.027,0,2.53,0.43,0.027,NA,1,NA,242.685,-9.626,0,0.027,0,0.027,95.9229249011858,564.383720930233,9.59229249011858,56.4383720930233,0.038151329113673,2.1
4373,yawan,g7,h,cypholophus_sp2,0.006,0.021,5.16,NA,0.027,woody,1,NA,495.416,-41.523,0.021,0.006,0.021,0.006,96.0108527131783,NA,9.60108527131783,NA,0.077332806892403,NA
4562,yawan,g8,p,achyranthes_aspera,0.027,0,4.43,0.01,0.027,NA,1,NA,487.378,-12.181,0,0.027,0,0.027,110.017607223476,48737.8,11.0017607223476,4873.78,0.024383506252515,4.42
4586,yawan,g8,p,polygonum_strigosum,0.027,0,5.93,1.45,0.027,NA,1,NA,439.055,-0.260999999999967,0,0.027,0,0.027,74.039629005059,302.796551724138,7.4039629005059,30.2796551724138,0.000594105382003,4.48
2408,numba,g9,c,endospermum_labios,0.01369,0.0134,8.59,8,0.02709,NA,1,NA,NA,NA,0.0134,0.01369,0.0134,0.01369,NA,NA,NA,NA,NA,0.59
690,numba,g3,ch,chromolaena_odorata,0.00293,0.02418,2.1,0.61,0.02711,NA,1,NA,271.031,-23.668,0.02418,0.00293,0.02418,0.00293,129.062380952381,444.313114754098,12.9062380952381,44.4313114754098,0.080312454402628,1.49
641,numba,g3,c,commelina_sp2,0.00589,0.0213,4.97,0.97,0.02719,NA,1,NA,284.524,-7.15600000000001,0.0213,0.00589,0.0213,0.00589,57.2482897384306,293.323711340206,5.72482897384306,29.3323711340206,0.024533735600658,4
1846,numba,g6,p,maesa_haplobotrys,0.0117,0.01552,4.75,6.7,0.02722,NA,1,NA,289.753,-2.964,0.01552,0.0117,0.01552,0.0117,61.0006315789474,43.2467164179104,6.10006315789474,4.32467164179104,0.01012582118565,-1.95
1755,numba,g6,i,alocasia_sp1,0.02046,0.00679,5.99,0.9,0.02725,NA,1,NA,214.084,-1.904,0.00679,0.02046,0.00679,0.02046,35.7402337228715,237.871111111111,3.57402337228715,23.7871111111111,0.008815304553957,5.09
3046,wanang,g6,lh,piper_umbellatum,0.02726,0,7.29,0.6,0.02726,tree,1,6.59805252116109,440.199,-6.66190592046036,0,0.02726,0,0.02726,60.383950617284,733.665,6.03839506172839,73.3665,0.014908231694017,6.69
4722,yawan,g9,h,tinospora_cordifolia,0.0136,0.01386,5.36,0.56,0.02746,NA,1,NA,470.519,-30.03,0.01386,0.0136,0.01386,0.0136,87.7833955223881,840.2125,8.77833955223881,84.02125,0.059994126449159,4.8
1637,numba,g6,f,brachiaria_mutica,0.01403,0.0135,3.19,6.3,0.02753,NA,1,NA,254.466,-0.031999999999982,0.0135,0.01403,0.0135,0.01403,79.7699059561129,40.3914285714286,7.97699059561129,4.03914285714286,0.000125737726819,-3.11
39,numba,g1,c,oreocnide_rubescens,0.01257,0.01501,5.03,1.25,0.02758,NA,1,NA,377.563,-5.75999999999999,0.01501,0.01257,0.01501,0.01257,75.062226640159,302.0504,7.5062226640159,30.20504,0.015026492018481,3.78
2122,numba,g7,i,steganthera_sp1,0.01672,0.01089,6.78,1,0.02761,NA,1,NA,490.766,-6.51299999999998,0.01089,0.01672,0.01089,0.01672,72.3843657817109,490.766,7.23843657817109,49.0766,0.013097275372578,5.78
1608,numba,g6,ch,hornstedtia_sp1,0.01996,0.00767,10.77,8.3,0.02763,NA,1,NA,638.373,-48.5219999999999,0.00767,0.01996,0.00767,0.01996,59.2732590529248,76.9124096385542,5.92732590529248,7.69124096385542,0.070639617408774,2.47
869,numba,g3,p,macaranga_aleuritoides,0.01152,0.01631,4.47,0.55,0.02783,NA,1,NA,681.396,-132.291,0.01631,0.01152,0.01631,0.01152,152.437583892617,1238.90181818182,15.2437583892617,123.890181818182,0.162582172260341,3.92
2393,numba,g8,p,pandanus_sp1,0.01702,0.01081,3.77,6.4,0.02783,NA,1,NA,NA,NA,0.01081,0.01702,0.01081,0.01702,NA,NA,NA,NA,NA,-2.63
1315,numba,g5,f,cucurbitaceae_sp2,0.01783,0.01003,2.24,0.11,0.02786,NA,1,NA,434.329,-10.123,0.01003,0.01783,0.01003,0.01783,193.896875,3948.44545454545,19.3896875,394.844545454545,0.022776362801832,2.13
