,site,garden,treatment,unified_names,leaf_weight,stem_weight,wet_leafg,dry_leafg,tot_bio,type,no_stems,sla,area,area.lost,stem_weight_dots,leaf_weight_dots,num_stem_weight,num_leaf_weight,sla.w,sla.d,sla.w.m2kg1,sla.d.m2kg1,perc.herb,water.cont
3271,yawan,g1,i,elatostema_integrifolium,0.083,0.13,4.59,1.67,0.213,herb,1,NA,NA,NA,0.13,0.083,0.13,0.083,NA,NA,NA,NA,NA,2.92
1877,numba,g7,c,cyathea_contaminans,0.02365,0.18959,5.07,0.8,0.21324,NA,1,NA,598.46,-29.4,0.18959,0.02365,0.18959,0.02365,118.039447731755,748.075,11.8039447731755,74.8075,0.046825725480203,4.27
1972,numba,g7,ch,phrynium_macrocephalum,0.06156,0.152,23.55,11.4,0.21356,NA,1,NA,1405.225,-2.69600000000014,0.152,0.06156,0.152,0.06156,59.6698513800425,123.265350877193,5.96698513800425,12.3265350877193,0.001914880167282,12.15
812,numba,g3,i,commelina_sp1,0.105,0.109,5.83,0.34,0.214,NA,1,NA,345.215,-0.040999999999997,0.109,0.105,0.109,0.105,59.213550600343,1015.33823529412,5.9213550600343,101.533823529412,0.000118752461941,5.49
3425,yawan,g2,f,cypholophus_sp2,0.071,0.143,15.5,NA,0.214,NA,1,NA,1134.271,-29.402,0.143,0.071,0.143,0.071,73.1787741935484,NA,7.31787741935484,NA,0.02526654824852,NA
2616,wanang,g1,i,urena_lobata,0.215,0,15.29,4.13,0.215,herb,1,5.36302196045651,881.213,-6.63147283469343,0,0.215,0,0.215,57.6332897318509,213.368765133172,5.76332897318509,21.3368765133172,0.007469182990485,11.16
3404,yawan,g2,ch,macaranga_pleiostemon,0.029,0.186,11.46,6.43,0.215,NA,1,NA,930.567,-9.93200000000002,0.186,0.029,0.186,0.029,81.2013089005236,144.722706065319,8.12013089005235,14.4722706065319,0.010560351472995,5.03
4210,yawan,g6,h,nothocnide_sp1,0.215,0,6.18,1.7,0.215,woody,1,NA,384.864,-44.22,0,0.215,0,0.215,62.2757281553398,226.390588235294,6.22757281553398,22.6390588235294,0.103056744134016,4.48
1089,numba,g4,h,oreocnide_rubescens,0.0412,0.174,10.9,2.27,0.2152,NA,1,NA,932.141,-11.8240000000001,0.174,0.0412,0.174,0.0412,85.5175229357798,410.634801762115,8.55175229357798,41.0634801762115,0.012525888142039,8.63
446,numba,g2,f,passiflora_sp1,0.101,0.115,14.34,1.86,0.216,NA,1,NA,905.573,-26.648,0.115,0.101,0.115,0.101,63.1501394700139,486.867204301075,6.3150139470014,48.6867204301075,0.028585496357623,12.48
1632,numba,g6,ch,tetrastigma_voinierianum,0.108,0.108,7.23,7.8,0.216,NA,1,NA,541.382,-2.55800000000011,0.108,0.108,0.108,0.108,74.8799446749654,69.4079487179487,7.48799446749654,6.94079487179487,0.00470272456521,-0.569999999999999
527,numba,g2,i,cyanthillium_cinereum,0.06682,0.15,18.73,1.52,0.21682,NA,1,NA,903.62,-26.857,0.15,0.06682,0.15,0.06682,48.2445274959957,594.486842105263,4.82445274959957,59.4486842105263,0.02886369034377,17.21
378,numba,g2,ch,macaranga_fallacina,0.11,0.108,11,3.53,0.218,NA,1,NA,870.251,-1.89600000000007,0.108,0.11,0.108,0.11,79.1137272727273,246.530028328612,7.91137272727273,24.6530028328612,0.00217394544727,7.47
3821,yawan,g4,ch,selaginella_sp2,0.218,0,1.74,0.28,0.218,NA,1,NA,NA,NA,0,0.218,0,0.218,NA,NA,NA,NA,NA,1.46
1012,numba,g4,f,glochidion_angulatum,0.11055,0.1075,7.87,1.71,0.21805,NA,1,NA,541.758,-3.04300000000001,0.1075,0.11055,0.1075,0.11055,68.838373570521,316.817543859649,6.8838373570521,31.6817543859649,0.005585525724072,6.16
4129,yawan,g6,c,macaranga_pleiostemon,0.094,0.125,18.44,6.02,0.219,woody,1,NA,734.871,-13.88,0.125,0.094,0.125,0.094,39.8520065075922,122.071594684385,3.98520065075922,12.2071594684385,0.01853753784636,12.42
4495,yawan,g8,f,saurauia_poolei,0.03515,0.184,17.94,4.3,0.21915,NA,1,NA,995.939,-31.7700000000001,0.184,0.03515,0.184,0.03515,55.514994425864,231.613720930233,5.5514994425864,23.1613720930233,0.030913420044001,13.64
3668,yawan,g3,h,paspalum_conjugatum,0.22,0,5.09,0.58,0.22,grass,1,NA,310.411,-1.33699999999999,0,0.22,0,0.22,60.9844793713163,535.191379310345,6.09844793713163,53.5191379310345,0.004288720376714,4.51
336,numba,g2,c,phrynium_macrocephalum,0.0507,0.17,12.55,3.22,0.2207,NA,1,NA,731.195,-21.1799999999999,0.17,0.0507,0.17,0.0507,58.2625498007968,227.079192546584,5.82625498007968,22.7079192546584,0.028150855623858,9.33
3758,yawan,g4,c,cypholophus_sp2,0.056,0.165,14.03,NA,0.221,woody,1,NA,841.12,-66.928,0.165,0.056,0.165,0.056,59.9515324305061,NA,5.99515324305061,NA,0.073705354783007,NA
3880,yawan,g4,i,cyphomandra_betacea,0.051,0.17,25.53,1.63,0.221,woody,1,NA,NA,NA,0.17,0.051,0.17,0.051,NA,NA,NA,NA,NA,23.9
3001,wanang,g6,c,piper_umbellatum,0.22103,0,14.62,1.37,0.22103,tree,1,6.48251229509629,895.447,-6.12625416274195,0,0.22103,0,0.22103,61.2480848153215,653.610948905109,6.12480848153215,65.3610948905109,0.006795070876888,13.25
3134,yawan,g1,ch,etlingera_sp1,0.222,0,14.89,4.36,0.222,herb,1,NA,966.658,-0.840000000000032,0,0.222,0,0.222,64.9199462726662,221.710550458716,6.49199462726662,22.1710550458716,0.000868218849031,10.53
4494,yawan,g8,f,rubus_sp1,0.222,0,3.29,1.14,0.222,NA,1,NA,497.752,-9.178,0,0.222,0,0.222,151.292401215805,436.624561403509,15.1292401215805,43.6624561403509,0.018105063815517,2.15
1462,numba,g5,i,rhus_taitensis,0.024,0.2,10.17,3,0.224,NA,1,NA,NA,NA,0.2,0.024,0.2,0.024,NA,NA,NA,NA,NA,7.17
4302,yawan,g7,c,nothocnide_sp1,0.159,0.065,9.78,1.17,0.224,woody,1,NA,547.706,-30.029,0.065,0.159,0.065,0.159,56.0026584867076,468.124786324786,5.60026584867076,46.8124786324786,0.051977117536587,8.61
1166,numba,g4,p,alocasia_sp5,0.03916,0.185,22.29,5.67,0.22416,NA,1,NA,586.305,-18.946,0.185,0.03916,0.185,0.03916,26.3034993270525,103.404761904762,2.63034993270525,10.3404761904762,0.031302715732812,16.62
531,numba,g2,i,endospermum_labios,0.1,0.125,10.41,0.98,0.225,NA,1,NA,810.308,-1.23599999999999,0.125,0.1,0.125,0.1,77.8393852065322,826.844897959184,7.78393852065322,82.6844897959184,0.001523022781266,9.43
881,numba,g3,p,paspalum_conjugatum,0.225,0,2.36,1.44,0.225,NA,1,NA,248.552,-0.081000000000017,0,0.225,0,0.225,105.318644067797,172.605555555556,10.5318644067797,17.2605555555556,0.000325781372545,0.92
2731,wanang,g3,c,piper_aduncum,0,0.225,17.13,3.12,0.225,tree,1,5.88439138336914,1121.278,-11.797608198538,0.225,0,0.225,0,65.4569760653824,359.383974358974,6.54569760653824,35.9383974358974,0.010412022033812,14.01
3296,yawan,g1,i,piper_sp2,0.095,0.13,12.76,2.47,0.225,woody,3,NA,823.54,-3.721,0.13,0.095,0.13,0.095,64.5407523510972,333.417004048583,6.45407523510972,33.3417004048583,0.004497975850427,10.29
4437,yawan,g8,c,macaranga_strigosa,0.015,0.21,18.28,5.97,0.225,woody,1,NA,NA,NA,0.21,0.015,0.21,0.015,NA,NA,NA,NA,NA,12.31
4441,yawan,g8,c,oplismenus_hirtellus,0.225,0,1.86,0.37,0.225,grass,1,NA,NA,NA,0,0.225,0,0.225,NA,NA,NA,NA,NA,1.49
3707,yawan,g3,i,physalis_sp1,0.115,0.111,2.82,0.09,0.226,herb,1,NA,334.178,-4.06400000000002,0.111,0.115,0.111,0.115,118.502836879433,3713.08888888889,11.8502836879433,371.308888888889,0.01201506613608,2.73
4285,yawan,g6,p,trema_orientale,0.033,0.194,15.15,4.46,0.227,NA,1,NA,737.345,-68.371,0.194,0.033,0.194,0.033,48.6696369636964,165.32399103139,4.86696369636964,16.532399103139,0.084857443565723,10.69
2476,numba,g9,h,homalanthus_novoguineensis,0.01214,0.21511,25.5,NA,0.22725,NA,1,NA,NA,NA,0.21511,0.01214,0.21511,0.01214,NA,NA,NA,NA,NA,NA
1926,numba,g7,ch,callicarpa_pentandra,0.08385,0.144,18.03,10.9,0.22785,NA,1,NA,1215.779,-29.124,0.144,0.08385,0.144,0.08385,67.4308929561841,111.539357798165,6.74308929561841,11.1539357798165,0.023394593795661,7.13
915,numba,g4,c,macaranga_aleuritoides,0.102,0.126,6.47,5.13,0.228,NA,1,NA,885.881,-30.873,0.126,0.102,0.126,0.102,136.921329211747,172.686354775828,13.6921329211747,17.2686354775828,0.033676427918504,1.34
3181,yawan,g1,f,cyperus_rotundus,0.228,0,3.66,1,0.228,sedge,1,NA,NA,NA,0,0.228,0,0.228,NA,NA,NA,NA,NA,2.66
1556,numba,g6,c,ipomoea_triloba,0.01608,0.212,7.94,7.6,0.22808,NA,1,NA,707.363,-40.847,0.212,0.01608,0.212,0.01608,89.0885390428212,93.0740789473684,8.90885390428212,9.30740789473684,0.054592961868994,0.340000000000001
2760,wanang,g3,h,piper_aduncum,0.1167,0.11226,19.54,2.76,0.22896,tree,1,5.99833041574977,1111.606,-7.04310762576303,0.11226,0.1167,0.11226,0.1167,56.8887410440123,402.755797101449,5.68887410440123,40.2755797101449,0.00629608299667,16.78
3708,yawan,g3,i,piper_aduncum,0.147,0.082,9.27,1.3,0.229,woody,1,NA,829.681,-2.93299999999999,0.082,0.147,0.082,0.147,89.5017259978425,638.216153846154,8.95017259978425,63.8216153846154,0.00352264074349,7.97
414,numba,g2,f,chromolaena_odorata,0.08404,0.145,7.62,0.87,0.22904,NA,1,NA,642.19,-3.00399999999991,0.145,0.08404,0.145,0.08404,84.2769028871391,738.149425287356,8.42769028871391,73.8149425287356,0.004655963942628,6.75
993,numba,g4,f,alocasia_sp1,0.04416,0.185,19.81,1.4,0.22916,NA,1,NA,703.365,-24.077,0.185,0.04416,0.185,0.04416,35.5055527511358,502.403571428571,3.55055527511358,50.2403571428571,0.033098171400607,18.41
4041,yawan,g5,h,elatostema_integrifolium,0.23,0,5.98,1.14,0.23,woody,1,NA,273.354,-3.07800000000003,0,0.23,0,0.23,45.7113712374582,239.784210526316,4.57113712374582,23.9784210526316,0.011134745615558,4.84
4308,yawan,g7,c,piper_melula,0.065,0.165,16.93,1.51,0.23,woody,1,NA,746.062,-8.77800000000002,0.165,0.065,0.165,0.065,44.0674542232723,494.080794701987,4.40674542232723,49.4080794701987,0.01162895448042,15.42
152,numba,g1,h,endospermum_labios,0.07012,0.16,12.22,1.48,0.23012,NA,1,NA,932.036,-2.14200000000005,0.16,0.07012,0.16,0.07012,76.2713584288052,629.754054054054,7.62713584288052,62.9754054054054,0.002292924902963,10.74
2025,numba,g7,h,arecaceae_sp1,0.13208,0.09815,21.35,9.2,0.23023,NA,1,NA,893.33,-10.49,0.05186,0.02444,0.05186,0.02444,41.8421545667447,97.1010869565218,4.18421545667447,9.71010869565218,0.011606293288487,12.15
1916,numba,g7,c,tetrastigma_voinierianum,0.11651,0.11429,18.17,8.7,0.2308,NA,1,NA,873.005,-50.3819999999999,0.11429,0.11651,0.11429,0.11651,48.0465052283985,100.345402298851,4.80465052283985,10.0345402298851,0.054562171657171,9.47
1053,numba,g4,h,cyathea_contaminans,0.03937,0.192,3.49,1.04,0.23137,NA,1,NA,514.896,-22.716,0.192,0.03937,0.192,0.03937,147.534670487106,495.092307692308,14.7534670487106,49.5092307692308,0.042253521126761,2.45
145,numba,g1,h,chromolaena_odorata,0.06196,0.17,10.32,2.76,0.23196,NA,1,NA,670.41,-5.37,0.17,0.06196,0.17,0.06196,64.9622093023256,242.902173913043,6.49622093023256,24.2902173913043,0.007946373079996,7.56
3498,yawan,g2,i,amomum_sp1,0.081,0.151,11.16,1.85,0.232,herb,1,NA,806.147,-1.9849999999999,0.151,0.081,0.151,0.081,72.235394265233,435.755135135135,7.2235394265233,43.5755135135135,0.002456281894542,9.31
2088,numba,g7,i,embelia_cotinoides,0.10172,0.13038,11.28,3.2,0.2321,NA,1,NA,567.114,-11.6669999999999,0.13038,0.10172,0.13038,0.10172,50.2760638297872,177.223125,5.02760638297872,17.7223125,0.02015788355181,8.08
3601,yawan,g3,ch,ficus_pungens,0.037,0.196,18.23,6.41,0.233,NA,1,NA,1237.117,-12.02,0.196,0.037,0.196,0.037,67.8616017553483,192.997971918877,6.78616017553483,19.2997971918877,0.009622643473054,11.82
1758,numba,g6,i,chromolaena_odorata,0.08495,0.14815,4.87,0.2,0.2331,NA,1,NA,412.03,-5.423,0.14815,0.08495,0.14815,0.08495,84.605749486653,2060.15,8.4605749486653,206.015,0.012990683981191,4.67
1112,numba,g4,i,chromolaena_odorata,0.0332,0.2,5.87,0.53,0.2332,NA,1,NA,563.318,-1.58299999999997,0.2,0.0332,0.2,0.0332,95.9655877342419,1062.8641509434,9.59655877342419,106.28641509434,0.002802260927136,5.34
253,numba,g1,p,geunsia_sp1,0.02823,0.205,9.39,1.54,0.23323,NA,1,NA,749.164,-21.3770000000001,0.205,0.02823,0.205,0.02823,79.7831735889244,486.47012987013,7.97831735889244,48.647012987013,0.027742845611071,7.85
2478,numba,g9,h,hornstedtia_sp1,0,0.23371,9.89,NA,0.23371,NA,1,NA,NA,NA,0.23371,0,0.23371,0,NA,NA,NA,NA,NA,NA
3430,yawan,g2,f,etlingera_sp1,0.083,0.151,16.82,4.86,0.234,NA,1,NA,1112.184,-6.92800000000011,0.151,0.083,0.151,0.083,66.122711058264,228.844444444444,6.6122711058264,22.8844444444444,0.006190622565034,11.96
1004,numba,g4,f,endospermum_labios,0.08933,0.145,14.49,1.37,0.23433,NA,1,NA,844.112,-12.638,0.145,0.08933,0.145,0.08933,58.2547964113181,616.140145985401,5.82547964113181,61.6140145985401,0.014751094251532,13.12
1796,numba,g6,i,paspalum_conjugatum,0.235,0,3.04,0.2,0.235,NA,1,NA,316.398,-0.116999999999962,0,0.235,0,0.235,104.078289473684,1581.99,10.4078289473684,158.199,0.000369650727454,2.84
2579,wanang,g1,f,ageratum_conyzoides,0.235,0,9.94,1.68,0.235,herb,1,5.98738630188317,669.265,-8.12400513761549,0,0.235,0,0.235,67.3304828973843,398.372023809524,6.73304828973843,39.8372023809524,0.011993116327545,8.26
2596,wanang,g1,h,ageratum_conyzoides,0.235,0,11.84,1.77,0.235,herb,1,5.95619443811068,683.464,-7.97014674636605,0,0.235,0,0.235,57.725,386.137853107345,5.7725,38.6137853107345,0.011526978793094,10.07
2647,wanang,g1,p,lepistemon_urceolatus,0.235,0,17.53,6.41,0.235,vine,1,4.96109320923978,915.026,-6.38828261727482,0,0.235,0,0.235,52.1977181973759,142.74976599064,5.21977181973759,14.274976599064,0.006933127408367,11.12
4543,yawan,g8,i,luffa_sp1,0.235,0,24.94,2.23,0.235,climber,1,NA,912.536,-22.8670000000001,0,0.235,0,0.235,36.5892542101042,409.208968609865,3.65892542101043,40.9208968609865,0.024446147810088,22.71
4595,yawan,g9,c,amomum_sp1,0.235,0,NA,1.07,0.235,herb,1,NA,667.812,-18.61,0,0.235,0,0.235,NA,624.123364485981,NA,62.4123364485981,0.027111601900872,NA
4734,yawan,g9,i,fern_sp5,0.235,0,9.92,1.43,0.235,fern,1,NA,591.711,-12.718,0,0.235,0,0.235,59.6482862903226,413.783916083916,5.96482862903226,41.3783916083916,0.021041346460875,8.49
3302,yawan,g1,i,rubus_sp2,0.066,0.17,7.92,3.18,0.236,woody,1,NA,798.663,-11.126,0.17,0.066,0.17,0.066,100.841287878788,251.151886792453,10.0841287878788,25.1151886792453,0.013739381493204,4.74
3343,yawan,g1,p,solanum_torvum,0.044,0.192,8.33,2.72,0.236,woody,1,NA,942.992,-28.8870000000001,0.192,0.044,0.192,0.044,113.204321728691,346.688235294118,11.3204321728691,34.6688235294118,0.029722835867428,5.61
3578,yawan,g3,c,piper_recessum,0.028,0.208,12.85,0.98,0.236,woody,1,NA,668.944,-78.0170000000001,0.208,0.028,0.208,0.028,52.0578988326848,682.595918367347,5.20578988326848,68.2595918367347,0.10444588137801,11.87
4279,yawan,g6,p,polygonum_strigosum,0.236,0,8.93,0.78,0.236,NA,1,NA,525.097,-10.1700000000001,0,0.236,0,0.236,58.8014557670773,673.201282051282,5.88014557670773,67.3201282051282,0.018999863619465,8.15
1891,numba,g7,c,hornstedtia_sp1,0.21121,0.024972,16.86,7.9,0.236182,NA,1,NA,910.984,-32.5409999999999,0.024972,0.21121,0.024972,0.21121,54.032265717675,115.314430379747,5.4032265717675,11.5314430379747,0.034488752285313,8.96
2405,numba,g9,c,ageratum_conyzoides,0.14114,0.09525,7.39,7.2,0.23639,NA,1,NA,NA,NA,0.09525,0.14114,0.09525,0.14114,NA,NA,NA,NA,NA,0.19
3661,yawan,g3,h,fern_sp2,0.077,0.16,5,1.18,0.237,fern,1,NA,408.896,-3.495,0.16,0.077,0.16,0.077,81.7792,346.522033898305,8.17792,34.6522033898305,0.008474966718478,3.82
2688,wanang,g2,h,pipturus_argenteus,0.10037,0.13743,16.76,4.99,0.2378,tree,1,4.9132102543007,679.017,-5.52397899870322,0.13743,0.10037,0.13743,0.10037,40.5141408114558,136.075551102204,4.05141408114558,13.6075551102204,0.008069610393206,11.77
1566,numba,g6,c,merremia_peltata,0.08,0.158,23.66,11.3,0.238,NA,1,NA,1294.489,-89.3129999999999,0.158,0.08,0.158,0.08,54.7121301775148,114.556548672566,5.47121301775148,11.4556548672566,0.064541748024645,12.36
3351,yawan,g2,c,cypholophus_macrocephalus,0.028,0.21,8.5,2.11,0.238,woody,1,NA,401.049,-11.495,0.21,0.028,0.21,0.028,47.1822352941176,190.070616113744,4.71822352941176,19.0070616113744,0.027863694539249,6.39
3546,yawan,g2,p,piper_aduncum,0.238,0,13.1,2.08,0.238,NA,1,NA,1152.09,-13.1200000000001,0,0.238,0,0.238,87.9458015267176,553.889423076923,8.79458015267175,55.3889423076923,0.01125977291647,11.02
3965,yawan,g5,c,tournefortia_sp1,0.052,0.186,4.96,0.09,0.238,climber,1,NA,876.58,-17.9570000000001,0.186,0.052,0.186,0.052,176.729838709677,9739.77777777778,17.6729838709677,973.977777777778,0.020074071838281,4.87
4574,yawan,g8,p,mikania_micrantha,0.239,0,3.5,0.17,0.239,NA,1,NA,215.421,-2.608,0,0.239,0,0.239,61.5488571428571,1267.18235294118,6.15488571428571,126.718235294118,0.011961711515441,3.33
1027,numba,g4,f,paspalum_conjugatum,0.24,0,3.97,0.44,0.24,NA,1,NA,280.801,-0.112000000000023,0,0.24,0,0.24,70.7307304785894,638.184090909091,7.07307304785894,63.8184090909091,0.000398699953366,3.53
962,numba,g4,ch,glochidion_sp1,0.08027,0.15988,3.75,1.69,0.24015,NA,1,NA,493.517,-0.685999999999979,0,0.00788,0,0.00788,131.604533333333,292.021893491124,13.1604533333333,29.2021893491124,0.001388093556696,2.06
4651,yawan,g9,ch,homalanthus_nervosus,0.04084,0.2,11.93,NA,0.24084,NA,1,NA,913.575,-74.924,0.2,0.04084,0.2,0.04084,76.5779547359598,NA,7.65779547359598,NA,0.075795726652227,NA
3955,yawan,g5,c,piper_subulatum,0.071,0.17,15.03,0.64,0.241,woody,1,NA,927.736,-2.03700000000003,0.17,0.071,0.17,0.071,61.7256154357951,1449.5875,6.17256154357951,144.95875,0.002190857338297,14.39
3153,yawan,g1,ch,oplismenus_hirtellus,0.242,0,3.54,1.26,0.242,herb,1,NA,418.461,-0.966999999999985,0,0.242,0,0.242,118.209322033898,332.111904761905,11.8209322033898,33.2111904761905,0.002305520852208,2.28
1137,numba,g4,i,hornstedtia_sp1,0.07709,0.165,19.07,3.98,0.24209,NA,1,NA,982.65,-10.364,0.165,0.07709,0.165,0.07709,51.5285789197693,246.896984924623,5.15285789197693,24.6896984924623,0.010436912269112,15.09
1042,numba,g4,h,alocasia_sp5,0.03875,0.204,21.1,3.94,0.24275,NA,1,NA,1014.48,-5.452,0.204,0.03875,0.204,0.03875,48.0796208530806,257.482233502538,4.80796208530806,25.7482233502538,0.005345454402843,17.16
2770,wanang,g3,i,breynia_cernua,0.0079,0.235,1.89,0.21,0.2429,shrub,1,6.54168943951385,145.626,-8.44177343323065,0.235,0.0079,0.235,0.0079,77.0507936507937,693.457142857143,7.70507936507937,69.3457142857143,0.054792597083186,1.68
2610,wanang,g1,i,ficus_variegata,0.02808,0.215,15.59,3.35,0.24308,tree,1,5.54885072702248,860.756,-7.69965072446755,0.215,0.02808,0.215,0.02808,55.2120590121873,256.942089552239,5.52120590121873,25.6942089552239,0.008865911250672,12.24
1561,numba,g6,c,macaranga_quadriglandulosa,0.07962,0.16416,17.56,12.3,0.24378,NA,1,NA,1293.119,-65.9660000000001,0.16416,0.07962,0.16416,0.07962,73.6400341685649,105.13162601626,7.36400341685649,10.513162601626,0.048537067218018,5.26
98,numba,g1,f,callicarpa_pentandra,0.06406,0.18,13.48,2.42,0.24406,NA,1,NA,NA,NA,0.18,0.06406,0.18,0.06406,NA,NA,NA,NA,NA,11.06
62,numba,g1,ch,endospermum_labios,0.09562,0.1486,8.8,1.36,0.24422,NA,1,NA,NA,NA,0.1486,0.09562,0.1486,0.09562,NA,NA,NA,NA,NA,7.44
1843,numba,g6,p,macaranga_fallacina,0.10703,0.13785,13.74,10.6,0.24488,NA,1,NA,1115.72,-2.33899999999994,0.13785,0.10703,0.13785,0.10703,81.2023289665211,105.256603773585,8.12023289665211,10.5256603773585,0.002092018399745,3.14
2658,wanang,g2,c,dioscorea_sp1,0.245,0,23.92,4.67,0.245,vine,1,5.44313493705434,1079.544,-5.20704764153049,0,0.245,0,0.245,45.1314381270903,231.16573875803,4.51314381270903,23.116573875803,0.004800223657632,19.25
3306,yawan,g1,i,tinospora_cordifolia,0.245,0,5.84,2.4,0.245,climber,1,NA,695.248,-5.8549999999999,0,0.245,0,0.245,119.049315068493,289.686666666667,11.9049315068493,28.9686666666667,0.008351126724604,3.44
3740,yawan,g3,p,piper_subulatum,0.035,0.21,12.54,3.03,0.245,NA,1,NA,NA,NA,0.21,0.035,0.21,0.035,NA,NA,NA,NA,NA,9.51
1595,numba,g6,ch,embelia_cotinoides,0.114,0.132,18.14,7.7,0.246,NA,1,NA,785.109,-27.252,0.132,0.114,0.132,0.114,43.2805402425579,101.962207792208,4.32805402425579,10.1962207792208,0.033546662136661,10.44
2282,numba,g8,h,cyathea_contaminans,0.08699,0.16,3.8,0.69,0.24699,NA,1,NA,NA,NA,0.16,0.08699,0.16,0.08699,NA,NA,NA,NA,NA,3.11
3949,yawan,g5,c,paspalum_conjugatum,0.248,0,3.56,0.02,0.248,grass,1,NA,276.303,-0.48599999999999,0,0.248,0,0.248,77.613202247191,13815.15,7.7613202247191,1381.515,0.001755850124102,3.54
999,numba,g4,f,crassocephalum_crepidioides,0.12704,0.12105,5.61,1.61,0.24809,NA,1,NA,348.507,-3.077,0.12105,0.12704,0.12105,0.12704,62.1224598930481,216.463975155279,6.21224598930481,21.646397515528,0.008751820333121,4
1596,numba,g6,ch,endospermum_labios,0.08624,0.162,15.45,8.5,0.24824,NA,1,NA,1282.665,-60.28,0.162,0.08624,0.162,0.08624,83.0203883495146,150.901764705882,8.30203883495146,15.0901764705882,0.044886424983897,6.95
3575,yawan,g3,c,paspalum_conjugatum,0.25,0,5.38,0.56,0.25,grass,1,NA,386.586,-6.90899999999999,0,0.25,0,0.25,71.8561338289963,690.332142857143,7.18561338289963,69.0332142857143,0.017558037586246,4.82
4482,yawan,g8,f,mapania_sp1,0.25,0,2.14,0.62,0.25,sedge,1,NA,NA,NA,0,0.25,0,0.25,NA,NA,NA,NA,NA,1.52
4636,yawan,g9,ch,cyperus_bifax,0.25,0,3.38,NA,0.25,NA,1,NA,274.79,-0.515999999999963,0,0.25,0,0.25,81.2988165680473,NA,8.12988165680474,NA,0.001874278076032,NA
3786,yawan,g4,c,piper_recessum,0.008,0.243,23.38,2.53,0.251,woody,1,NA,1539.903,-16.9590000000001,0.243,0.008,0.243,0.008,65.8641146278871,608.657312252965,6.58641146278871,60.8657312252965,0.010893065666707,20.85
1047,numba,g4,h,chromolaena_odorata,0.04659,0.206,6.16,1.49,0.25259,NA,1,NA,682.947,-2.58199999999999,0.206,0.04659,0.206,0.04659,110.868019480519,458.353691275168,11.0868019480519,45.8353691275168,0.003766434388625,4.67
3307,yawan,g1,i,trema_orientale,0.028,0.225,3.73,1.86,0.253,woody,1,NA,412.574,-3.90499999999997,0.225,0.028,0.225,0.028,110.609651474531,221.813978494624,11.0609651474531,22.1813978494624,0.009376223050862,1.87
3235,yawan,g1,h,ficus_pungens,0.125,0.129,18.76,4.94,0.254,woody,1,NA,1066.2,-96.8399999999999,0.129,0.125,0.129,0.125,56.8336886993603,215.82995951417,5.68336886993603,21.582995951417,0.083264548080891,13.82
4652,yawan,g9,ch,macaranga_pleiostemon,0.11,0.144,15.61,NA,0.254,NA,1,NA,938.978,-37.9390000000001,0.144,0.11,0.144,0.11,60.1523382447149,NA,6.01523382447149,NA,0.038835438425168,NA
659,numba,g3,c,hornstedtia_sp1,0.04046,0.214,18.53,5.27,0.25446,NA,1,NA,888.986,-7.05700000000002,0.214,0.04046,0.214,0.04046,47.9754991905019,168.688045540797,4.79754991905019,16.8688045540797,0.007875738106319,13.26
2575,wanang,g1,c,synedrella_nodiflora,0.255,0,6.12,1.73,0.255,herb,1,5.464069358859,408.377,-6.45729019772083,0,0.255,0,0.255,66.7282679738562,236.056069364162,6.67282679738562,23.6056069364162,0.015565950911732,4.39
4287,yawan,g7,c,alphitonia_incana,0.04,0.215,29.66,9.79,0.255,woody,1,NA,1281.323,-29.8259999999998,0.215,0.04,0.215,0.04,43.2003708698584,130.880796731359,4.32003708698584,13.0880796731359,0.022747986689537,19.87
1989,numba,g7,f,chromolaena_odorata,0.11823,0.13682,5.23,0.4,0.25505,NA,1,NA,605.412,-7.39299999999992,0.13682,0.11823,0.13682,0.11823,115.757552581262,1513.53,11.5757552581262,151.353,0.01206419660414,4.83
747,numba,g3,f,hornstedtia_lycostoma,0.25,0.00644,7.42,0.28,0.25644,NA,1,NA,714.389,-9.19799999999998,0.00644,0.25,0.00644,0.25,96.2788409703504,2551.38928571429,9.62788409703504,255.138928571429,0.012711671160482,7.14
834,numba,g3,i,paspalum_conjugatum,0.257,0,3.02,0.47,0.257,NA,1,NA,256.21,-0.960000000000036,0,0.257,0,0.257,84.8377483443709,545.127659574468,8.48377483443709,54.5127659574468,0.003732939300852,2.55
216,numba,g1,i,merremia_peltata,0.08242,0.175,17.77,2.09,0.25742,NA,1,NA,1046.293,-35.6290000000001,0.175,0.08242,0.175,0.08242,58.8797411367473,500.618660287081,5.88797411367473,50.0618660287081,0.032931209458723,15.68
1775,numba,g6,i,glochidion_angulatum,0.1493,0.10825,6.03,0.7,0.25755,NA,1,NA,521.012,-6.75500000000011,0.10825,0.1493,0.10825,0.1493,86.4033167495854,744.302857142857,8.64033167495854,74.4302857142857,0.012799208741737,5.33
1680,numba,g6,f,passiflora_sp1,0.115,0.143,13.7,8.4,0.258,NA,1,NA,870.169,-6.44799999999998,0.143,0.115,0.143,0.115,63.5159854014599,103.591547619048,6.35159854014599,10.3591547619048,0.00735554980111,5.3
30,numba,g1,c,macaranga_fallacina,0.12936,0.12958,14.05,5.2,0.25894,NA,1,NA,959.565,-17.218,0.12958,0.12936,0.12958,0.12936,68.2964412811388,184.531730769231,6.82964412811388,18.4531730769231,0.017627251907537,8.85
